season,month,0
15,1,37.587963
15,2,40.620987
15,3,55.078808
15,4,70.38535
15,5,92.743675
15,6,115.34786
15,7,135.96887
15,8,153.79541
15,9,160.19215
15,10,152.06754
15,11,101.30834
15,12,50.02888
16,1,42.458588
16,2,46.778015
16,3,58.200314
16,4,73.5324
16,5,95.21965
16,6,119.26499
16,7,135.34752
16,8,151.68246
16,9,159.41385
16,10,152.45052
16,11,98.40052
16,12,49.070107
17,1,40.64786
17,2,48.50667
17,3,61.99649
17,4,82.37964
17,5,104.65801
17,6,123.959
17,7,148.7022
17,8,174.36679
17,9,178.11653
17,10,162.81773
17,11,95.31942
17,12,36.968254
18,1,34.378662
18,2,37.368446
18,3,54.886402
18,4,73.795685
18,5,98.738464
18,6,122.228386
18,7,142.46237
18,8,158.37544
18,9,161.98245
18,10,156.33342
18,11,112.83431
18,12,56.649693
19,1,41.397163
19,2,47.250763
19,3,64.42092
19,4,80.74831
19,5,100.101974
19,6,123.073586
19,7,147.06033
19,8,160.903
19,9,158.41263
19,10,156.4404
19,11,111.55318
19,12,35.219597
20,1,29.859531
20,2,40.996624
20,3,57.943535
20,4,74.73636
20,5,95.90317
20,6,120.43156
20,7,143.4266
20,8,161.74832
20,9,168.42755
20,10,156.90706
20,11,127.86949
20,12,64.78915
21,1,39.23479
21,2,46.32739
21,3,60.921707
21,4,79.17662
21,5,100.63588
21,6,121.20381
21,7,138.81401
21,8,160.69868
21,9,168.45126
21,10,159.66481
21,11,114.13509
21,12,58.12202
22,1,37.329197
22,2,45.799843
22,3,60.87054
22,4,78.960304
22,5,101.49056
22,6,123.2775
22,7,146.51367
22,8,165.75133
22,9,171.76091
22,10,162.15291
22,11,119.992836
22,12,64.03314
23,1,41.160988
23,2,52.887207
23,3,63.055782
23,4,82.10989
23,5,104.74427
23,6,126.48662
23,7,146.3162
23,8,161.83948
23,9,164.7568
23,10,153.34415
23,11,105.57425
23,12,52.09653
24,1,38.906162
24,2,45.564568
24,3,57.294514
24,4,80.31937
24,5,106.128044
24,6,130.64928
24,7,151.59996
24,8,173.72203
24,9,181.60338
24,10,164.89223
24,11,96.89522
24,12,46.616405
25,1,38.98298
25,2,44.875645
25,3,61.204002
25,4,81.514206
25,5,103.64141
25,6,127.84261
25,7,144.20457
25,8,163.0246
25,9,171.7525
25,10,158.35109
25,11,100.27034
25,12,55.8063
26,1,40.12793
26,2,43.371967
26,3,65.78776
26,4,83.97389
26,5,106.22029
26,6,125.86506
26,7,142.46324
26,8,154.3285
26,9,162.06909
26,10,157.13205
26,11,120.52884
26,12,47.58261
27,1,39.712337
27,2,49.84178
27,3,61.375137
27,4,78.368904
27,5,101.584366
27,6,120.69715
27,7,138.58105
27,8,157.60564
27,9,164.41594
27,10,162.06396
27,11,109.885864
27,12,57.350475
28,1,36.95767
28,2,49.530544
28,3,70.069565
28,4,91.78719
28,5,115.59413
28,6,133.78964
28,7,151.4201
28,8,169.2639
28,9,175.1272
28,10,166.57253
28,11,108.4724
28,12,57.83916
29,1,44.53411
29,2,58.448147
29,3,69.594475
29,4,91.06214
29,5,113.08554
29,6,131.92804
29,7,149.89346
29,8,166.2982
29,9,171.1534
29,10,158.11647
29,11,103.79867
29,12,51.27536
30,1,44.523174
30,2,49.754833
30,3,62.9616
30,4,79.3995
30,5,103.64515
30,6,129.95103
30,7,143.98564
30,8,156.07094
30,9,172.16888
30,10,152.00917
30,11,97.24318
30,12,54.396847
31,1,44.85276
31,2,46.530888
31,3,63.993904
31,4,80.17261
31,5,105.83961
31,6,127.51553
31,7,146.73576
31,8,161.19196
31,9,155.63255
31,10,146.47093
31,11,89.35047
31,12,42.731823
32,1,41.785057
32,2,47.589146
32,3,66.392006
32,4,82.974884
32,5,104.82058
32,6,128.2561
32,7,148.75967
32,8,161.25183
32,9,168.42282
32,10,153.11838
32,11,96.88937
32,12,42.928555
33,1,43.611275
33,2,50.03826
33,3,63.172234
33,4,82.93638
33,5,110.108246
33,6,137.46396
33,7,165.35742
33,8,181.28305
33,9,183.65062
33,10,171.05348
33,11,121.313835
33,12,72.180756
34,1,47.610596
34,2,51.146336
34,3,63.403698
34,4,85.312485
34,5,111.88327
34,6,142.02444
34,7,158.32129
34,8,170.93387
34,9,174.43465
34,10,161.70639
34,11,103.27298
34,12,70.231384
35,1,60.534863
35,2,63.260334
35,3,78.7681
35,4,95.38615
35,5,116.92686
35,6,132.32462
35,7,149.82765
35,8,165.34152
35,9,164.2189
35,10,161.43239
35,11,110.887215
35,12,48.836887
36,1,43.50687
36,2,44.756367
36,3,61.918915
36,4,79.55891
36,5,102.56869
36,6,122.684654
36,7,145.39671
36,8,162.99977
36,9,167.73994
36,10,155.67688
36,11,110.43791
36,12,58.95811
37,1,46.89141
37,2,56.157043
37,3,63.109894
37,4,80.645035
37,5,99.793365
37,6,119.06309
37,7,143.0175
37,8,160.28006
37,9,167.76276
37,10,139.74196
37,11,92.40176
37,12,54.37271
38,1,40.96571
38,2,48.212322
38,3,58.948475
38,4,81.2607
38,5,104.315346
38,6,122.81838
38,7,141.05617
38,8,159.86877
38,9,166.46289
38,10,153.2466
38,11,105.35552
38,12,56.590115
39,1,39.851925
39,2,48.909996
39,3,62.582447
39,4,83.55065
39,5,100.85432
39,6,125.06405
39,7,148.24837
39,8,165.6656
39,9,168.29404
39,10,157.40959
39,11,107.74183
39,12,52.265472
40,1,45.525517
40,2,50.445015
40,3,60.988407
40,4,81.32331
40,5,99.21093
40,6,125.14245
40,7,147.01944
40,8,161.7239
40,9,169.85153
40,10,158.25165
40,11,123.39868
40,12,46.397343
41,1,40.004017
41,2,52.01165
41,3,67.01777
41,4,86.711815
41,5,106.00269
41,6,131.58257
41,7,154.809
41,8,174.0926
41,9,185.15579
41,10,167.94167
41,11,108.67643
41,12,57.28878
42,1,44.953197
42,2,53.261875
42,3,65.789825
42,4,79.56156
42,5,100.41717
42,6,121.46922
42,7,142.3509
42,8,154.87773
42,9,166.64609
42,10,156.294
42,11,109.150276
42,12,60.4143
43,1,40.687984
43,2,56.591988
43,3,71.82166
43,4,86.317184
43,5,103.658615
43,6,133.38443
43,7,156.87125
43,8,166.12875
43,9,177.00693
43,10,172.38759
43,11,112.699974
43,12,51.04336
44,1,37.45218
44,2,45.45466
44,3,61.544533
44,4,78.30113
44,5,104.90954
44,6,128.51204
44,7,144.64827
44,8,161.86081
44,9,166.13373
44,10,158.32816
44,11,102.46556
44,12,52.21267
45,1,40.611534
45,2,38.669727
45,3,59.87717
45,4,78.883705
45,5,103.82543
45,6,132.32593
45,7,151.88997
45,8,170.20107
45,9,174.54604
45,10,166.34526
45,11,114.56335
45,12,55.359177
46,1,37.93353
46,2,47.627644
46,3,63.00812
46,4,87.60771
46,5,110.76164
46,6,132.91566
46,7,150.45848
46,8,164.79027
46,9,167.89296
46,10,155.88287
46,11,90.55189
46,12,57.04878
47,1,48.492393
47,2,56.07857
47,3,67.77587
47,4,87.15112
47,5,107.1605
47,6,128.3524
47,7,148.85764
47,8,163.91754
47,9,168.61589
47,10,159.53978
47,11,103.89419
47,12,45.69436
48,1,39.378426
48,2,50.21449
48,3,63.017696
48,4,78.7179
48,5,103.38687
48,6,126.91298
48,7,148.35852
48,8,160.16554
48,9,160.52449
48,10,151.10423
48,11,101.59002
48,12,43.98118
49,1,39.25384
49,2,49.066742
49,3,64.751366
49,4,81.07448
49,5,105.395584
49,6,123.452446
49,7,144.51097
49,8,162.27342
49,9,167.68736
49,10,162.28354
49,11,106.388504
49,12,66.81259
50,1,47.851097
50,2,54.827217
50,3,63.40701
50,4,83.213005
50,5,103.52909
50,6,128.61984
50,7,156.51225
50,8,172.874
50,9,185.89117
50,10,185.02934
50,11,133.18929
50,12,65.25202
51,1,52.31487
51,2,51.8613
51,3,68.395905
51,4,90.14855
51,5,117.69472
51,6,153.01761
51,7,181.82704
51,8,196.70091
51,9,201.087
51,10,169.14034
51,11,92.81222
51,12,45.65393
52,1,39.310318
52,2,42.84008
52,3,62.43261
52,4,85.163506
52,5,106.647934
52,6,130.06215
52,7,150.12878
52,8,161.34744
52,9,163.8976
52,10,149.6258
52,11,106.43372
52,12,49.315304
53,1,40.9374
53,2,44.93799
53,3,59.446926
53,4,75.157326
53,5,99.13067
53,6,126.335236
53,7,150.6237
53,8,161.51962
53,9,166.88907
53,10,160.89116
53,11,116.50968
53,12,55.115524
